rider,place,grade,usual_grade,club,day,month
16121,,B,B,ParramattaCC,17,4
14786,,B,B,DulwichHillBC,17,4
15531,,B,B,LidcombeAuburnCC,17,4
15051,,B,B,ParklifeCC,17,4
13811,,B,B,ManlyWarringahCC,17,4
16089,,B,B,PenrithCC,17,4
16122,,B,B,PelotonSports,17,4
15800,,B,B,NorthWesternSydneyCC,17,4
16010,,B,B,SydneyCC,17,4
15848,1,B,B,IllawarraCC,17,4
14739,2,B,B,Bicisport,17,4
16119,3,B,B,CentralCoastCC,17,4
16125,4,B,B,CentralCoastCC,17,4
15621,5,B,B,MacarthurCollegiansCC,17,4
12528,,C,C,LidcombeAuburnCC,17,4
13185,,C,B,LidcombeAuburnCC,17,4
16144,,C,C,CentralCoastCC,17,4
13954,,C,C,ParklifeCC,17,4
14751,,C,C,ParramattaCC,17,4
16026,,C,C,PenrithCC,17,4
16069,,C,C,ADFCycling,17,4
14625,,C,C,ParklifeCC,17,4
14691,,C,C,WaratahMastersCC,17,4
16092,,C,C,PenrithCC,17,4
13462,,C,C,WaratahMastersCC,17,4
16023,,C,C,ManlyWarringahCC,17,4
15104,,C,C,PelotonSports,17,4
16082,,C,C,NorthernSydneyCC,17,4
16148,,C,C,PenrithCC,17,4
16149,,C,C,LidcombeAuburnCC,17,4
16132,,C,C,SydneyCC,17,4
15577,,C,C,SouthernCrossCC,17,4
12374,,C,C,WaratahMastersCC,17,4
16134,,C,C,SutherlandShireCC,17,4
12630,,C,C,PenrithCC,17,4
15658,,C,C,NorthWesternSydneyCC,17,4
12712,,C,B,Bicisport,17,4
14581,,C,C,LidcombeAuburnCC,17,4
15004,,C,C,GraftonCC,17,4
15320,,C,C,PelotonSports,17,4
15851,,C,C,ParklifeCC,17,4
16137,,C,C,SydneyCC,17,4
15512,,C,B,WaratahMastersCC,17,4
12658,,C,C,ParramattaCC,17,4
15923,,C,C,SydneyCC,17,4
15955,,C,C,SouthernCrossCC,17,4
14775,,C,C,WaratahMastersCC,17,4
16090,,C,C,ParklifeCC,17,4
15992,,C,C,SydneyCC,17,4
16142,,C,C,StGeorgeCC,17,4
16143,,C,C,RaphaCCSydney,17,4
15746,,C,C,WaratahMastersCC,17,4
15896,,C,C,SydneyCC,17,4
12656,,C,C,WaratahMastersCC,17,4
16146,,C,C,ParklifeCC,17,4
15304,,C,C,IllawarraCC,17,4
15188,,C,C,ManningValleyCC,17,4
13912,,C,C,IllawarraCC,17,4
14230,,C,B,WaratahMastersCC,17,4
12360,,C,C,WaratahMastersCC,17,4
14248,,C,C,CentralCoastCC,17,4
16135,,C,C,SydneyUniVeloClub,17,4
13124,,C,B,VikingsCC,17,4
14071,,C,C,WaratahMastersCC,17,4
15932,,C,C,SydneyUniVeloClub,17,4
14024,,C,C,CentralCoastCC,17,4
16138,,C,C,SouthernHighlandsCC,17,4
15598,,C,D,SouthernCrossCC,17,4
15783,,C,C,CentralCoastCC,17,4
15838,,C,C,StGeorgeCC,17,4
14331,,C,C,RandwickBotanyCC,17,4
15681,,C,C,LidcombeAuburnCC,17,4
16139,,C,C,ParklifeCC,17,4
16140,,C,C,CentralCoastCC,17,4
15395,,C,C,GiantCCSydney,17,4
16147,1,C,C,SydneyUniVeloClub,17,4
16136,2,C,C,CNSW,17,4
16141,3,C,C,IllawarraCC,17,4
16145,4,C,C,ParklifeCC,17,4
14244,5,C,C,HunterValleyMastersCC,17,4
13437,,D,D,WaratahMastersCC,17,4
16151,,D,D,HunterValleyMastersCC,17,4
12621,,D,D,WaratahMastersCC,17,4
15977,,D,D,ParklifeCC,17,4
15495,,D,D,SydneyUniVeloClub,17,4
14964,,D,D,WaratahMastersCC,17,4
5058,,D,D,WaratahMastersCC,17,4
13906,,D,D,CentralCoastCC,17,4
15914,,D,D,SutherlandShireCC,17,4
15860,,D,D,NorthWesternSydneyCC,17,4
16102,,D,D,ParramattaCC,17,4
16152,,D,D,DulwichHillBC,17,4
16153,,D,D,NorthWesternSydneyCC,17,4
16155,,D,D,LidcombeAuburnCC,17,4
16156,,D,D,PenrithCC,17,4
15674,,D,D,CentralCoastCC,17,4
14485,,D,D,GriffithCC,17,4
15827,,D,D,StGeorgeCC,17,4
16150,,D,D,ADFCycling,17,4
13699,,D,D,RandwickBotanyCC,17,4
15569,,D,,WaratahMastersCC,17,4
16158,,D,D,LidcombeAuburnCC,17,4
15802,,D,D,NorthWesternSydneyCC,17,4
12478,,D,D,WaratahMastersCC,17,4
16157,,D,D,SouthernCrossCC,17,4
15857,,D,D,WaratahMastersCC,17,4
16154,1,D,D,ParklifeCC,17,4
12439,2,D,C,WaratahMastersCC,17,4
16087,3,D,D,ManningValleyCC,17,4
15701,4,D,D,NorthWesternSydneyCC,17,4
14867,5,D,D,RandwickBotanyCC,17,4
15517,,E,E,WaratahMastersCC,17,4
12437,,E,F,WaratahMastersCC,17,4
12456,,E,E,WaratahMastersCC,17,4
12335,,E,E,WaratahMastersCC,17,4
12447,,E,E,WaratahMastersCC,17,4
13048,,E,F,WaratahMastersCC,17,4
15567,,E,E,WaratahMastersCC,17,4
12345,,E,E,WaratahMastersCC,17,4
14115,1,E,E,WaratahMastersCC,17,4
12909,2,E,E,WaratahMastersCC,17,4
15546,,Helper,B,WaratahMastersCC,17,4
3661,,Helper,B,WaratahMastersCC,17,4
12417,,Helper,B,WaratahMastersCC,17,4
14701,,Helper,C,WaratahMastersCC,17,4
12356,,Helper,C,WaratahMastersCC,17,4
3692,,Helper,C,WaratahMastersCC,17,4
3655,,Helper,D,WaratahMastersCC,17,4
12350,,Helper,D,WaratahMastersCC,17,4
5111,,Helper,E,WaratahMastersCC,17,4
14536,,A,A,PenrithCC,23,4
15655,,A,A,WaratahMastersCC,23,4
13943,,A,A,WaratahMastersCC,23,4
15514,,A,B,PelotonSports,23,4
15690,,A,A,SydneyCC,23,4
5914,,A,A,MarconiCC,23,4
16095,,A,A,DulwichHillBC,23,4
15648,,A,A,WaratahMastersCC,23,4
15283,,A,A,SydneyCC,23,4
14945,,A,A,ParklifeCC,23,4
14847,,A,A,ParramattaCC,23,4
13946,,A,A,PenrithCC,23,4
15528,,A,A,ParramattaCC,23,4
15936,,A,A,ManlyWarringahCC,23,4
12895,,A,A,MarconiCC,23,4
15963,,A,A,ParramattaCC,23,4
12699,,A,A,MarconiCC,23,4
14650,,A,A,ParramattaCC,23,4
14589,,A,A,EasternSuburbsCC,23,4
16114,1,A,A,MarconiCC,23,4
13432,2,A,A,MarconiCC,23,4
13975,3,A,A,WaratahMastersCC,23,4
14544,4,A,A,PenrithCC,23,4
15315,5,A,A,EasternSuburbsCC,23,4
14210,,B,B,WaratahMastersCC,23,4
15360,,B,A,WaratahMastersCC,23,4
13579,,B,B,SouthernHighlandsCC,23,4
15184,,B,B,PenrithCC,23,4
14893,,B,B,RandwickBotanyCC,23,4
15651,,B,B,WaratahMastersCC,23,4
12417,,B,B,WaratahMastersCC,23,4
15531,,B,B,LidcombeAuburnCC,23,4
13245,,B,A,PenrithCC,23,4
15282,,B,A,SydneyCC,23,4
16047,,B,B,WaratahMastersCC,23,4
15833,,B,B,WaratahMastersCC,23,4
15485,,B,B,BathurstCC,23,4
14230,,B,B,WaratahMastersCC,23,4
13951,,B,B,LidcombeAuburnCC,23,4
15219,,B,B,PenrithCC,23,4
3638,,B,A,WaratahMastersCC,23,4
14229,,B,B,WaratahMastersCC,23,4
15760,,B,B,SydneyUniVeloClub,23,4
13486,,B,B,LidcombeAuburnCC,23,4
15044,,B,B,NorthWesternSydneyCC,23,4
16089,,B,B,PenrithCC,23,4
14849,,B,B,WaratahMastersCC,23,4
15460,,B,B,SydneyUniVeloClub,23,4
12552,,B,B,PenrithCC,23,4
15051,,B,B,ParklifeCC,23,4
16159,,B,B,SutherlandShireCC,23,4
13793,,B,B,PenrithCC,23,4
15727,,B,B,LidcombeAuburnCC,23,4
15844,,B,C,SydneyCC,23,4
14123,,B,B,PenrithCC,23,4
15487,,B,B,EasternSuburbsCC,23,4
12510,,B,B,IllawarraCC,23,4
14303,,B,B,WaratahMastersCC,23,4
15562,,B,B,BankstownSportsCC,23,4
15736,,B,B,PenrithCC,23,4
15956,,B,B,PenrithCC,23,4
15546,,B,B,WaratahMastersCC,23,4
16124,1,B,B,MarconiCC,23,4
16014,2,B,B,ADFCycling,23,4
14971,3,B,B,WaratahMastersCC,23,4
12966,4,B,B,ParramattaCC,23,4
13759,5,B,B,ADFCycling,23,4
3692,,C,C,WaratahMastersCC,23,4
12716,,C,C,HunterDistrictCC,23,4
12502,,C,C,WaratahMastersCC,23,4
14775,,C,C,WaratahMastersCC,23,4
14701,,C,C,WaratahMastersCC,23,4
14531,,C,C,WaratahMastersCC,23,4
12596,,C,C,MarconiCC,23,4
13501,,C,C,MarconiCC,23,4
12730,,C,C,WaratahMastersCC,23,4
15939,,C,C,NorthWesternSydneyCC,23,4
15658,,C,C,NorthWesternSydneyCC,23,4
15507,,C,C,WaratahMastersCC,23,4
14627,,C,C,LidcombeAuburnCC,23,4
15834,,C,C,WaratahMastersCC,23,4
12374,,C,C,WaratahMastersCC,23,4
16160,,C,C,ParramattaCC,23,4
16161,,C,C,Unknown,23,4
16153,,C,D,NorthWesternSydneyCC,23,4
15981,,C,C,NorthWesternSydneyCC,23,4
5458,,C,C,WaratahMastersCC,23,4
15406,,C,C,WaratahMastersCC,23,4
14388,,C,C,WaratahMastersCC,23,4
15408,,C,C,PenrithCC,23,4
16081,,C,C,LaneCoVelo,23,4
15548,,C,C,WaratahMastersCC,23,4
16162,,C,C,MarconiCC,23,4
13949,,C,C,PenrithCC,23,4
13912,,C,C,IllawarraCC,23,4
16139,,C,C,ParklifeCC,23,4
15910,,C,C,LidcombeAuburnCC,23,4
13215,,C,C,MarconiCC,23,4
15705,1,C,C,WaratahMastersCC,23,4
15428,2,C,C,ParramattaCC,23,4
14691,3,C,C,WaratahMastersCC,23,4
12367,4,C,C,WaratahMastersCC,23,4
15810,5,C,C,WaratahMastersCC,23,4
15256,,D,D,WaratahMastersCC,23,4
12481,,D,D,WaratahMastersCC,23,4
3655,,D,D,WaratahMastersCC,23,4
12595,,D,D,Bicisport,23,4
12621,,D,D,WaratahMastersCC,23,4
16101,,D,D,WaratahMastersCC,23,4
16163,,D,D,ATTANSW,23,4
15496,,D,D,MarconiCC,23,4
12385,,D,D,WaratahMastersCC,23,4
16102,,D,D,ParramattaCC,23,4
12358,,D,D,WaratahMastersCC,23,4
12483,,D,D,WaratahMastersCC,23,4
5058,,D,D,WaratahMastersCC,23,4
14857,,D,D,WaratahMastersCC,23,4
12499,,D,D,WaratahMastersCC,23,4
12334,,D,D,WaratahMastersCC,23,4
15809,,D,D,WaratahMastersCC,23,4
12679,,D,D,WaratahMastersCC,23,4
12576,,D,D,MarconiCC,23,4
12406,,D,D,WaratahMastersCC,23,4
15458,,D,D,SydneyCC,23,4
12478,,D,D,WaratahMastersCC,23,4
12362,,D,D,WaratahMastersCC,23,4
12603,,D,D,BankstownSportsCC,23,4
16164,1,D,D,Unknown,23,4
15701,2,D,D,NorthWesternSydneyCC,23,4
16152,3,D,D,DulwichHillBC,23,4
13699,4,D,D,RandwickBotanyCC,23,4
16148,5,D,C,PenrithCC,23,4
12909,,E,E,WaratahMastersCC,23,4
12468,,E,E,WaratahMastersCC,23,4
12373,,E,E,WaratahMastersCC,23,4
12494,,E,E,WaratahMastersCC,23,4
12335,,E,E,WaratahMastersCC,23,4
12456,,E,E,WaratahMastersCC,23,4
12647,,E,E,WaratahMastersCC,23,4
12345,,E,E,WaratahMastersCC,23,4
15517,,E,E,WaratahMastersCC,23,4
16166,1,E,E,Unknown,23,4
16165,2,E,E,ParramattaCC,23,4
12434,,F,E,WaratahMastersCC,23,4
13048,,F,F,WaratahMastersCC,23,4
12557,,F,F,DulwichHillBC,23,4
12383,,F,F,WaratahMastersCC,23,4
12425,,F,F,WaratahMastersCC,23,4
15924,,F,F,WaratahMastersCC,23,4
12347,1,F,E,WaratahMastersCC,23,4
16167,2,F,F,Unknown,23,4
13480,,A,B,WaratahMastersCC,30,4
13960,,A,A,PenrithCC,30,4
14631,,A,A,LidcombeAuburnCC,30,4
15655,,A,A,WaratahMastersCC,30,4
15648,,A,A,WaratahMastersCC,30,4
15403,,A,A,NorthernSydneyCC,30,4
15360,,A,A,WaratahMastersCC,30,4
14558,,A,A,NorthernSydneyCC,30,4
13385,,A,B,MarconiCC,30,4
15772,,A,A,MarconiCC,30,4
5914,,A,A,MarconiCC,30,4
13975,,A,A,WaratahMastersCC,30,4
13943,,A,A,WaratahMastersCC,30,4
16095,,A,A,DulwichHillBC,30,4
13011,,A,A,WaratahMastersCC,30,4
15690,,A,A,SydneyCC,30,4
13957,,A,A,NorthernSydneyCC,30,4
14509,,A,A,PenrithCC,30,4
15400,,A,A,NorthernSydneyCC,30,4
13505,,A,A,LidcombeAuburnCC,30,4
14170,,A,A,MarconiCC,30,4
15869,,A,A,NorthernSydneyCC,30,4
14536,,A,A,PenrithCC,30,4
16096,,A,A,ManlyWarringahCC,30,4
16057,,A,A,NorthernSydneyCC,30,4
15268,,A,A,LidcombeAuburnCC,30,4
15808,,A,A,BankstownSportsCC,30,4
16124,,A,A,MarconiCC,30,4
15283,,A,A,SydneyCC,30,4
13432,,A,A,MarconiCC,30,4
15081,,A,A,NorthernSydneyCC,30,4
16094,,A,A,NorthernSydneyCC,30,4
13833,,A,A,LidcombeAuburnCC,30,4
15244,,A,A,ParramattaCC,30,4
15897,,A,A,GiantCCSydney,30,4
16114,,A,A,MarconiCC,30,4
15394,,A,A,NorthernSydneyCC,30,4
13114,,A,A,PenrithCC,30,4
15450,1,A,A,HarlequinWheelmen,30,4
13064,2,A,A,ParramattaCC,30,4
15936,3,A,A,ManlyWarringahCC,30,4
14383,4,A,A,LidcombeAuburnCC,30,4
16169,5,A,A,NorthernSydneyCC,30,4
14126,,B,B,WaratahMastersCC,30,4
15833,,B,B,WaratahMastersCC,30,4
15736,,B,B,PenrithCC,30,4
13886,,B,B,WaratahMastersCC,30,4
12552,,B,B,PenrithCC,30,4
3661,,B,B,WaratahMastersCC,30,4
3638,,B,A,WaratahMastersCC,30,4
13486,,B,B,LidcombeAuburnCC,30,4
15396,,B,B,HarlequinWheelmen,30,4
16045,,B,B,PenrithCC,30,4
15485,,B,B,BathurstCC,30,4
13793,,B,B,PenrithCC,30,4
15651,,B,B,WaratahMastersCC,30,4
13579,,B,B,SouthernHighlandsCC,30,4
14507,,B,B,NorthernSydneyCC,30,4
14769,,B,B,EasternSuburbsCC,30,4
16100,,B,B,SydneyCC,30,4
15546,,B,B,WaratahMastersCC,30,4
14123,,B,B,PenrithCC,30,4
16008,1,B,B,ManlyWarringahCC,30,4
15951,2,B,B,Unknown,30,4
15531,3,B,B,LidcombeAuburnCC,30,4
15464,4,B,B,ManlyWarringahCC,30,4
15661,5,B,B,NorthernSydneyCC,30,4
3692,,C,C,WaratahMastersCC,30,4
12716,,C,C,HunterDistrictCC,30,4
12502,,C,C,WaratahMastersCC,30,4
15548,,C,C,WaratahMastersCC,30,4
12476,,C,C,WaratahMastersCC,30,4
14701,,C,C,WaratahMastersCC,30,4
16172,,C,C,DulwichHillBC,30,4
16154,,C,C,ParklifeCC,30,4
15705,,C,C,WaratahMastersCC,30,4
12730,,C,C,WaratahMastersCC,30,4
5458,,C,C,WaratahMastersCC,30,4
16082,,C,C,NorthernSydneyCC,30,4
15910,,C,C,LidcombeAuburnCC,30,4
13501,,C,C,MarconiCC,30,4
15834,,C,C,WaratahMastersCC,30,4
14627,,C,C,LidcombeAuburnCC,30,4
15999,,C,D,BikeNorth,30,4
16170,,C,C,LidcombeAuburnCC,30,4
16149,,C,C,LidcombeAuburnCC,30,4
16092,,C,C,PenrithCC,30,4
16171,,C,C,DulwichHillBC,30,4
15981,,C,C,NorthWesternSydneyCC,30,4
14388,,C,C,WaratahMastersCC,30,4
14691,,C,C,WaratahMastersCC,30,4
15838,,C,C,StGeorgeCC,30,4
13562,,C,C,WaratahMastersCC,30,4
14531,,C,C,WaratahMastersCC,30,4
15576,,C,C,WaratahMastersCC,30,4
14071,,C,C,WaratahMastersCC,30,4
14330,,C,C,CaravelloCC,30,4
15408,,C,C,PenrithCC,30,4
12374,,C,C,WaratahMastersCC,30,4
14101,,C,C,WaratahMastersCC,30,4
12633,,C,C,Bicisport,30,4
15703,,C,C,WaratahMastersCC,30,4
15681,,C,C,LidcombeAuburnCC,30,4
14581,,C,C,LidcombeAuburnCC,30,4
12436,,C,C,RandwickBotanyCC,30,4
15507,1,C,C,WaratahMastersCC,30,4
15658,2,C,C,NorthWesternSydneyCC,30,4
15914,3,C,D,SutherlandShireCC,30,4
12367,4,C,C,WaratahMastersCC,30,4
15730,5,C,C,NorthWesternSydneyCC,30,4
13437,,D,D,WaratahMastersCC,30,4
3655,,D,D,WaratahMastersCC,30,4
12439,,D,C,WaratahMastersCC,30,4
12362,,D,D,WaratahMastersCC,30,4
12358,,D,D,WaratahMastersCC,30,4
12621,,D,D,WaratahMastersCC,30,4
12371,,D,D,WaratahMastersCC,30,4
12559,,D,D,LidcombeAuburnCC,30,4
15256,,D,D,WaratahMastersCC,30,4
12483,,D,D,WaratahMastersCC,30,4
5058,,D,D,WaratahMastersCC,30,4
12679,,D,D,WaratahMastersCC,30,4
12576,,D,D,MarconiCC,30,4
15857,,D,D,WaratahMastersCC,30,4
12603,,D,D,BankstownSportsCC,30,4
12334,,D,D,WaratahMastersCC,30,4
12499,,D,D,WaratahMastersCC,30,4
12478,,D,D,WaratahMastersCC,30,4
16173,,D,D,SydneyCC,30,4
12406,,D,D,WaratahMastersCC,30,4
16087,1,D,D,ManningValleyCC,30,4
16102,2,D,D,ParramattaCC,30,4
12443,3,D,C,WaratahMastersCC,30,4
15827,4,D,D,StGeorgeCC,30,4
13134,5,D,D,WaratahMastersCC,30,4
12437,,E,F,WaratahMastersCC,30,4
12468,,E,E,WaratahMastersCC,30,4
14115,,E,E,WaratahMastersCC,30,4
12456,,E,E,WaratahMastersCC,30,4
12647,,E,E,WaratahMastersCC,30,4
12345,1,E,E,WaratahMastersCC,30,4
12494,2,E,E,WaratahMastersCC,30,4
13048,,F,F,WaratahMastersCC,30,4
12557,,F,F,DulwichHillBC,30,4
12425,,F,F,WaratahMastersCC,30,4
15924,,F,F,WaratahMastersCC,30,4
12383,1,F,F,WaratahMastersCC,30,4
12417,,Helper,B,WaratahMastersCC,30,4
15152,,Helper,B,WaratahMastersCC,30,4
14246,,Helper,C,WaratahMastersCC,30,4
12403,,Helper,D,WaratahMastersCC,30,4
12347,,Helper,E,WaratahMastersCC,30,4
5111,,Helper,E,WaratahMastersCC,30,4
13876,,A,A,PenrithCC,7,5
15655,,A,A,WaratahMastersCC,7,5
15244,,A,A,ParramattaCC,7,5
15201,,A,A,PenrithCC,7,5
14104,,A,A,CNSW,7,5
14538,,A,A,WaratahMastersCC,7,5
15400,,A,A,NorthernSydneyCC,7,5
13943,,A,A,WaratahMastersCC,7,5
15136,,A,A,MacarthurCollegiansCC,7,5
14509,,A,A,PenrithCC,7,5
14847,,A,A,ParramattaCC,7,5
14450,,A,A,RandwickBotanyCC,7,5
15514,,A,B,PelotonSports,7,5
13826,,A,A,ParramattaCC,7,5
13957,,A,A,NorthernSydneyCC,7,5
16124,,A,A,MarconiCC,7,5
14579,,A,A,PenrithCC,7,5
16169,,A,A,NorthernSydneyCC,7,5
13432,,A,A,MarconiCC,7,5
13672,,A,A,HunterDistrictCC,7,5
14650,,A,A,ParramattaCC,7,5
14129,,A,A,NorthWesternSydneyCC,7,5
14433,,A,A,SydneyCC,7,5
14536,,A,A,PenrithCC,7,5
15648,,A,A,WaratahMastersCC,7,5
13201,1,A,A,PenrithCC,7,5
15529,2,A,A,ParramattaCC,7,5
14597,3,A,A,ParramattaCC,7,5
13114,4,A,A,PenrithCC,7,5
16114,5,A,A,MarconiCC,7,5
14210,,B,B,WaratahMastersCC,7,5
13773,,B,B,MarconiCC,7,5
15118,,B,B,LidcombeAuburnCC,7,5
16089,,B,B,PenrithCC,7,5
13886,,B,B,WaratahMastersCC,7,5
15428,,B,C,ParramattaCC,7,5
14303,,B,B,WaratahMastersCC,7,5
15109,,B,A,LidcombeAuburnCC,7,5
15521,,B,B,WaratahMastersCC,7,5
15485,,B,B,BathurstCC,7,5
3661,,B,B,WaratahMastersCC,7,5
15185,,B,B,WaratahMastersCC,7,5
3638,,B,B,WaratahMastersCC,7,5
16045,,B,B,PenrithCC,7,5
15531,,B,B,LidcombeAuburnCC,7,5
15661,,B,B,NorthernSydneyCC,7,5
12552,,B,B,PenrithCC,7,5
14653,,B,B,PenrithCC,7,5
13245,,B,A,PenrithCC,7,5
14123,,B,B,PenrithCC,7,5
15762,,B,B,WaratahMastersCC,7,5
14769,,B,B,EasternSuburbsCC,7,5
15736,,B,B,PenrithCC,7,5
15381,,B,B,BankstownSportsCC,7,5
15658,,B,C,NorthWesternSydneyCC,7,5
16128,1,B,A,ParramattaCC,7,5
5039,2,B,B,ManlyWarringahCC,7,5
14819,3,B,B,PenrithCC,7,5
14161,4,B,B,WaratahMastersCC,7,5
13793,5,B,B,PenrithCC,7,5
12716,,C,C,HunterDistrictCC,7,5
14701,,C,C,WaratahMastersCC,7,5
12730,,C,C,WaratahMastersCC,7,5
15507,,C,C,WaratahMastersCC,7,5
15834,,C,C,WaratahMastersCC,7,5
16162,,C,C,MarconiCC,7,5
16160,,C,C,ParramattaCC,7,5
13597,,C,C,WaratahMastersCC,7,5
13196,,C,C,PenrithCC,7,5
12780,,C,C,WaratahMastersCC,7,5
15914,,C,C,SutherlandShireCC,7,5
13501,,C,C,MarconiCC,7,5
15851,,C,C,ParklifeCC,7,5
14101,,C,C,WaratahMastersCC,7,5
12367,,C,C,WaratahMastersCC,7,5
14691,,C,C,WaratahMastersCC,7,5
13535,,C,C,WaratahMastersCC,7,5
16148,,C,C,PenrithCC,7,5
16170,,C,C,LidcombeAuburnCC,7,5
16145,1,C,B,ParklifeCC,7,5
16174,2,C,C,DubboCC,7,5
14824,3,C,C,ATTANSW,7,5
15981,4,C,C,NorthWesternSydneyCC,7,5
15405,5,C,C,ParramattaCC,7,5
15256,,D,D,WaratahMastersCC,7,5
12621,,D,D,WaratahMastersCC,7,5
13712,,D,D,MarconiCC,7,5
16092,,D,C,PenrithCC,7,5
15860,,D,D,NorthWesternSydneyCC,7,5
13559,,D,C,WaratahMastersCC,7,5
13780,,D,D,WaratahMastersCC,7,5
12499,,D,D,WaratahMastersCC,7,5
12483,,D,D,WaratahMastersCC,7,5
12358,,D,D,WaratahMastersCC,7,5
14148,,D,C,WaratahMastersCC,7,5
12406,,D,D,WaratahMastersCC,7,5
12576,,D,D,MarconiCC,7,5
12603,,D,D,BankstownSportsCC,7,5
15809,1,D,C,WaratahMastersCC,7,5
15802,2,D,D,NorthWesternSydneyCC,7,5
12459,3,D,D,PelotonSports,7,5
16102,5,D,D,ParramattaCC,7,5
12437,,E,F,WaratahMastersCC,7,5
12468,,E,E,WaratahMastersCC,7,5
12335,,E,E,WaratahMastersCC,7,5
12494,,E,E,WaratahMastersCC,7,5
12478,,E,D,WaratahMastersCC,7,5
12456,1,E,E,WaratahMastersCC,7,5
15517,2,E,E,WaratahMastersCC,7,5
14115,3,E,E,WaratahMastersCC,7,5
12434,,F,E,WaratahMastersCC,7,5
13048,,F,F,WaratahMastersCC,7,5
15020,,F,F,WaratahMastersCC,7,5
15924,,F,F,WaratahMastersCC,7,5
12383,1,F,F,WaratahMastersCC,7,5
12557,2,F,F,DulwichHillBC,7,5
13956,,Helper,B,WaratahMastersCC,7,5
5058,,Helper,D,WaratahMastersCC,7,5
3655,,Helper,D,WaratahMastersCC,7,5
5111,,Helper,E,WaratahMastersCC,7,5
13480,,A,B,WaratahMastersCC,14,5
13960,,A,A,PenrithCC,14,5
15655,,A,A,WaratahMastersCC,14,5
15360,,A,A,WaratahMastersCC,14,5
13011,,A,A,WaratahMastersCC,14,5
13865,,A,A,CaravelloCC,14,5
5914,,A,A,MarconiCC,14,5
14538,,A,A,WaratahMastersCC,14,5
13943,,A,A,WaratahMastersCC,14,5
14800,,A,A,RandwickBotanyCC,14,5
12336,,A,A,WaratahMastersCC,14,5
13513,,A,A,SutherlandShireCC,14,5
15250,,A,A,SutherlandShireCC,14,5
13385,,A,B,MarconiCC,14,5
13971,,A,A,SydneyCC,14,5
13916,,A,A,LidcombeAuburnCC,14,5
15249,,A,A,DulwichHillBC,14,5
14536,,A,A,PenrithCC,14,5
15903,1,A,A,RandwickBotanyCC,14,5
15244,2,A,A,ParramattaCC,14,5
13432,3,A,A,MarconiCC,14,5
13410,4,A,A,PenrithCC,14,5
13876,5,A,A,PenrithCC,14,5
14210,,B,B,WaratahMastersCC,14,5
13844,,B,B,SydneyUniVeloClub,14,5
15658,,B,C,NorthWesternSydneyCC,14,5
14303,,B,B,WaratahMastersCC,14,5
14230,,B,B,WaratahMastersCC,14,5
13746,,B,B,CentralCoastCC,14,5
14896,,B,B,WaratahMastersCC,14,5
15833,,B,B,WaratahMastersCC,14,5
15224,,B,B,RandwickBotanyCC,14,5
15185,,B,B,WaratahMastersCC,14,5
3638,,B,B,WaratahMastersCC,14,5
14229,,B,B,WaratahMastersCC,14,5
13951,,B,B,LidcombeAuburnCC,14,5
14298,,B,B,WaratahMastersCC,14,5
15736,,B,B,PenrithCC,14,5
15485,,B,B,BathurstCC,14,5
14849,,B,B,WaratahMastersCC,14,5
15473,,B,B,PenrithCC,14,5
14769,1,B,B,EasternSuburbsCC,14,5
15531,2,B,B,LidcombeAuburnCC,14,5
15521,3,B,B,WaratahMastersCC,14,5
15652,4,B,B,WaratahMastersCC,14,5
13704,5,B,B,RandwickBotanyCC,14,5
3692,,C,C,WaratahMastersCC,14,5
12716,,C,C,HunterDistrictCC,14,5
12367,,C,C,WaratahMastersCC,14,5
14775,,C,C,WaratahMastersCC,14,5
14388,,C,C,WaratahMastersCC,14,5
12633,,C,C,Bicisport,14,5
15546,,C,C,WaratahMastersCC,14,5
12730,,C,C,WaratahMastersCC,14,5
15834,,C,C,WaratahMastersCC,14,5
13535,,C,C,WaratahMastersCC,14,5
16019,,C,C,DulwichHillBC,14,5
12436,,C,C,RandwickBotanyCC,14,5
5458,,C,C,WaratahMastersCC,14,5
16081,,C,C,LaneCoVelo,14,5
13196,,C,C,PenrithCC,14,5
14330,,C,C,CaravelloCC,14,5
14531,,C,C,WaratahMastersCC,14,5
15914,,C,C,SutherlandShireCC,14,5
12467,,C,C,ManlyWarringahCC,14,5
14691,1,C,C,WaratahMastersCC,14,5
15705,2,C,B,WaratahMastersCC,14,5
14071,3,C,C,WaratahMastersCC,14,5
15681,4,C,C,LidcombeAuburnCC,14,5
16149,5,C,C,LidcombeAuburnCC,14,5
13134,,D,D,WaratahMastersCC,14,5
12621,,D,D,WaratahMastersCC,14,5
12499,,D,D,WaratahMastersCC,14,5
12576,,D,D,MarconiCC,14,5
12362,,D,D,WaratahMastersCC,14,5
15256,,D,D,WaratahMastersCC,14,5
5058,,D,D,WaratahMastersCC,14,5
15458,,D,D,SydneyCC,14,5
12334,,D,D,WaratahMastersCC,14,5
14148,,D,C,WaratahMastersCC,14,5
12443,,D,D,WaratahMastersCC,14,5
12406,,D,D,WaratahMastersCC,14,5
12603,,D,D,BankstownSportsCC,14,5
13559,,D,C,WaratahMastersCC,14,5
16152,1,D,C,DulwichHillBC,14,5
13780,2,D,D,WaratahMastersCC,14,5
12595,3,D,D,Bicisport,14,5
16158,4,D,D,LidcombeAuburnCC,14,5
16175,5,D,D,MacarthurCollegiansCC,14,5
12353,,E,E,WaratahMastersCC,14,5
12468,,E,E,WaratahMastersCC,14,5
